CONTEXT	COUNT_CONTEXT	RELATION	LEFTTERM	RIGHTTERM	COUNT
accidents	3	sibling	general_aviation	air_carrier	2
accidents	3	sibling	product_liability	construction_site	1
cameras	2	sibling	multi_rotor_aircrafts	uhd_4k	1
cameras	2	sibling	X4S	X5S	1
layouts	2	sibling	JSON	XML	2
opportunities	2	sibling	traffic_management	bridge_inspection	2
flights	2	sibling	high_speed	long_duration	1
flights	2	sibling	unmanned_aerial_system	lesser_kestrel	1
reuters	2	sibling	ABC	AAP	2
samples	2	sibling	I2C	SPI	2
activities	2	ancestor	ISR	collecting_intelligence	1
activities	2	ancestor	fast_paced	extreme_action_sports	1
flyers	2	sibling	RC	quad_copter	2
messages	2	sibling	SMS	MMS	1
messages	2	sibling	MAVLink	PX4	1
servers	2	ancestor	single_threaded_application	PHP	1
servers	2	sibling	SOA	OSB	1
subtypes	2	sibling	ultrasonic_sensors	laser_rangefinders	2
representatives	2	sibling	law_enforcement	public_safety	1
representatives	2	sibling	federal_aviation_administration	aviation_industry	1
airworthiness	2	sibling	uas_operations	UAV	2
values	2	sibling	cross_sections	flow_velocity	2
firms	2	sibling	early_stage	medium_sized	2
conditions	2	sibling	control_signal	low_battery	1
conditions	2	sibling	adverse_weather	limited_visibility	1
focuses	2	sibling	carry_weapons	DHS	2
approaches	2	sibling	big_data	machine_learning	2
reduces	2	sibling	architectural_design	research_institute	2
news	2	sibling	resource_protection	emergency_services	1
news	2	sibling	interview_question	oracle_fusion_middleware	1
cities	2	sibling	congested_airspace	heavily_populated	2
endpoints	2	sibling	API	HTML	1
endpoints	2	sibling	rest_api	SOAP	1
stations	2	sibling	NBTC	local_police	2
domains	2	ancestor	unmanned_systems	cyber_security	1
domains	2	sibling	UAVs	internet_of_things	1
options	2	sibling	USB	charging_pad	1
options	2	ancestor	intelligent_flight	autonomous_waypoint_navigation	1
involves	2	sibling	multi_spectral	hyper_spectral_imaging	2
robotics	2	sibling	irobot_corporation	CMU	2
environments	2	sibling	microsoft_windows_desktop	terminal_server_platform	1
environments	2	sibling	tight_spaces	high_dose	1
parties	2	sibling	government_institution	mining_companies	2
controls	2	sibling	MISO	MIMO	1
controls	2	sibling	ITAR	EAR	1
rovers	2	sibling	total_stations	GPS	2
leaders	2	sibling	intelligent_robotics	unmanned_systems	2
enhancements	2	sibling	thermal_imaging	night_vision	1
enhancements	2	sibling	water_resistance	long_distance	1
objectives	2	sibling	CT	COIN	1
objectives	2	sibling	counter_terrorism	counter_insurgency	1
class	2	sibling	yuneec_typhoon	xiro_xplorer	1
class	2	sibling	emergency_services	public_safety	1
observations	2	sibling	remote_sensing	radiative_budget	2
themselves	2	sibling	UAV	UAS	2
guidelines	2	sibling	FAA	AMA	1
guidelines	2	sibling	community_policing	UAS	1
photos	2	sibling	autonomous_flight	capture_stunning	2
functionalities	2	sibling	thermal_imaging	face_recognition	2
contexts	2	sibling	public_health	environmental_protection	2
regions	2	sibling	FATA	NWFP	2
providers	2	sibling	data_processing	analytics_service	2
topics	2	sibling	counter_drone	counter_uas	1
topics	2	sibling	counter_uas_technology	autonomous_vehicles	1
needs	2	sibling	bug_tracking	project_management	2
discussions	2	sibling	UAV	RPA	2
centers	2	sibling	flight_training	simulator_training	1
centers	2	sibling	response_teams	asset_management	1
hobbyists	2	sibling	FAA	model_aircraft	1
hobbyists	2	sibling	model_airplane	UAS	1
concerns	2	sibling	private_property	civil_liability	1
concerns	2	sibling	UAM	UTM	1
outputs	2	sibling	command_line_interface	xml_based	1
outputs	2	sibling	progress_reports	raw_data	1
architectures	2	sibling	SOA	EDA	1
architectures	2	ancestor	server_centric	J2EE	1
sectors	2	ancestor	and_energy	autonomous_vessels	1
sectors	2	sibling	precision_agriculture	public_safety	1
imagers	2	sibling	EO	IR	2
gates	1	sibling	official_tracks	tiny_whoop	1
feeds	1	sibling	ATOM	CAP	1
subscribers	1	sibling	IPTV	triple_play	1
plots	1	sibling	heap_memory	gc_activity	1
compositions	1	sibling	trace_element	sr_isotope	1
focus	1	sibling	commercial_uav_expo	drone_world_expo	1
seals	1	sibling	gray_seals	YOY	1
switches	1	sibling	SE	SG	1
batteries	1	sibling	solar_panels	golf_cart	1
kits	1	sibling	application_programming_interfaces	software_developer	1
books	1	sibling	interview_question	oracle_fusion_middleware	1
filters	1	sibling	neutral_density	narrow_band	1
positions	1	sibling	ground_tilt	GPS	1
rocks	1	ancestor	fine_grained_mafic	chilled_margins	1
addresses	1	sibling	IP	IPX	1
helicopters	1	sibling	UAV	commercial_uav	1
queries	1	sibling	SQL	XQuery	1
analytics	1	sibling	big_data	social_media	1
workers	1	sibling	air_carrier	airport_security	1
backers	1	sibling	andreessen_horowitz	google_ventures	1
deposits	1	sibling	layered_mafic_intrusion	platinum_group_element	1
deployments	1	sibling	fault_tolerant	load_balanced	1
signals	1	sibling	PPM	PWM	1
various	1	sibling	life_cycles	seamlessly_integrating	1
sensitivities	1	sibling	ETT	RNA	1
envelopes	1	sibling	error_codes	SOAP	1
takes	1	sibling	ERP	CRM	1
contracts	1	sibling	RRSW	MSV	1
advances	1	sibling	deep_learning	neural_networks	1
questions	1	sibling	interview_question	oracle_fusion_middleware	1
programmes	1	sibling	tuition_fees	financial_aid	1
oxides	1	sibling	mafic_minerals	fe_ti	1
transmissions	1	sibling	fully_secured	high_speed	1
effects	1	sibling	psychological_damage	anti_american	1
abbreviations	1	sibling	text_message	online_chat	1
poses	1	sibling	unmanned_aircraft_system	unmanned_aircraft	1
heats	1	sibling	PCB	INA169	1
offerings	1	sibling	mobile_internet	cloud_based_hosting	1
airports	1	sibling	military_facilities	RAAF	1
cathodes	1	ancestor	field_emission	chemical_vapor_deposited	1
settings	1	sibling	physical_characteristics	flight_controller	1
oses	1	sibling	multiple_vendors	open_source	1
softwares	1	sibling	architectural_software	home_design	1
controllers	1	sibling	API	HTML	1
behaviours	1	sibling	collective_decision_making	adaptive_formation_flying	1
vibrations	1	sibling	strong_winds	UAV	1
agents	1	sibling	foreign_military	law_enforcement	1
identifies	1	sibling	isotope_ratios	model_ages	1
towards	1	sibling	Cámara	david_garlan	1
reveals	1	sibling	multilocus_sequence_typing	pulsed_field_gel_electrophoresis	1
enthusiasts	1	sibling	outdoor_sports	extreme_adventure	1
posts	1	sibling	windows_azure	cloud_computing	1
powerlines	1	sibling	communication_towers	high_voltage_overhead	1
mandates	1	sibling	ICAO	EUROCONTROL	1
closures	1	sibling	avoid_congestion	temporary_road	1
items	1	ancestor	long_term	replacement_propellers	1
trends	1	sibling	virtual_reality	augmented_reality	1
changes	1	sibling	setting_headers	status_code	1
plugins	1	sibling	command_line_tools	IDE	1
inspections	1	sibling	akira_fujii	keisuke_sanda	1
monitors	1	sibling	VGA	SVGA	1
licenses	1	sibling	LGPL	GPL	1
initiatives	1	sibling	business_development	strategic_partnership	1
errors	1	sibling	HTML	XML	1
threats	1	ancestor	WMD	improvised_threats	1
factors	1	sibling	ongoing_conflicts	terrorist_attacks	1
pictures	1	sibling	JPEG	raw_dng	1
weapons	1	ancestor	anti_tank	shoulder_fired	1
participants	1	sibling	KDOT	private_sector	1
maneuvers	1	ancestor	high_performance	barrel_rolls	1
scientists	1	sibling	DOI	USGS	1
injections	1	sibling	SQL	XPath	1
relationships	1	sibling	external_media	PR	1
representations	1	sibling	higher_level	domain_specific	1
installations	1	sibling	numerous_studies	military_aircraft	1
sections	1	sibling	nodeid_semantics	collection_nodes	1
concepts	1	sibling	interview_question	understanding_key_oracle_fusion_middleware_farm	1
mechanisms	1	sibling	strike_slip	reverse_fault	1
setups	1	sibling	ETL	ssis_package	1
confirmations	1	sibling	CIA	JSOC	1
rules	1	sibling	user_sessions	strong_password	1
groups	1	sibling	SLSA	ELSA	1
address	1	sibling	federal_regulations	privacy_concerns	1
properties	1	sibling	transition_frequencies	vibrationally_averaged	1
floats	1	sibling	automatically_lowered	wing_tip	1
restrictions	1	sibling	line_of_sight	daytime_operations	1
owners	1	sibling	law_enforcement	critical_infrastructure	1
newspapers	1	ancestor	web_based	CNET	1
allows	1	sibling	UAV	commercial_uav	1
modules	1	sibling	interview_question	oracle_fusion_middleware	1
reports	1	sibling	TAF	METAR	1
creates	1	sibling	NXT	ROS	1
classes	1	sibling	MDC	NDC	1
objects	1	sibling	radio_controlled	autonomously_flown	1
requests	1	ancestor	flight_plan	flight_plans	1
pilots	1	sibling	blm_alaska	DOF	1
ships	1	sibling	amphibious_assault	dock_landing	1
managers	1	sibling	national_disaster	civil_defense	1
follows	1	sibling	step_s406	S407	1
tiers	1	sibling	business_logic	data_access	1
innovations	1	sibling	applied_research	early_stage	1
makes	1	sibling	super_smooth_video	video_game_controller	1
lies	1	sibling	drone_usage	proper_maintenance	1
comprises	1	sibling	UAV	UAS	1
sockets	1	sibling	IPv4	IPv6	1
congress	1	sibling	machine_learning	deep_learning	1
semantics	1	sibling	competing_consumers	publish_subscribe_channel	1
always	1	sibling	WARNING	soa_infra	1
tabs	1	sibling	cpt_calculator	cpt_design	1
offers	1	sibling	focus_areas	LFV	1
identifiers	1	sibling	ip_address	client_identifier	1
stars	1	ancestor	rising_global	frida_escobedo	1
undergoes	1	sibling	end_users	software_development	1
borders	1	sibling	al_qaida	ISIS	1
sites	1	sibling	interview_question	oracle_fusion_middleware_webcenter	1
brings	1	sibling	multi_mission	payload_flexibility	1
connections	1	sibling	UART	SPI	1
administrators	1	sibling	FAA	AOPA	1
consoles	1	sibling	data_exploitation	mission_planning	1
extensions	1	sibling	interview_question	oracle_fusion_middleware	1
authors	1	sibling	XHTML	XML	1
calls	1	sibling	fully_autonomous	highly_automated	1
completes	1	sibling	canadian_uavs	lockheed_martin_cdl_systems	1
xenoliths	1	sibling	upper_mantle	lower_crustal	1
volcanoes	1	sibling	morne_patates	plat_pays	1
structures	1	ancestor	sheet_metal	major_repairs	1
webservices	1	sibling	REST	SOAP	1
estimations	1	sibling	AAA	VLM	1
variations	1	sibling	supervising_controller	MVVM	1
cancellations	1	sibling	flight_restrictions	weather_related	1
choices	1	sibling	proliferation_concerns	export_policy	1
goggles	1	sibling	vr_headsets	AR	1
frameworks	1	sibling	scaled_agile	agile_project	1
incidents	1	ancestor	close_encounter	geo_fencing	1
risks	1	sibling	addressing_safety	data_protection	1
policies	1	sibling	multi_stream	multi_port	1
strategies	1	sibling	ATM	RPAS	1
builders	1	ancestor	UAV	gainesville_based	1
displays	1	sibling	QHD	UHD	1
departments	1	sibling	MSPs	IT	1
cons	1	sibling	crystal_clear_photos	smooth_videos	1
routes	1	sibling	web_ui	API	1
transporters	1	sibling	UPS	DHL	1
countermeasures	1	sibling	RF	gps_jamming	1
numbers	1	sibling	credit_card	bank_account	1
conditions. engineers	1	sibling	restricted_airspace	adverse_weather	1
subjects	1	sibling	avoid_obstacles	easily_track	1
waivers	1	sibling	night_waivers	beyond_visual_line_of_sight	1
rays	1	sibling	jammer_guns	anti_drone	1
processors	1	sibling	low_power	high_performance	1
distributions	1	sibling	ground_flash_density	peak_current	1
converges	1	sibling	public_safety	critical_infrastructure	1
units	1	sibling	ground_forces	air_defense	1
blades	1	sibling	VME	VPX	1
suites	1	sibling	ERP	CRM	1
fuels	1	sibling	unmanned_aircraft	commercial_jets	1
measures	1	sibling	air_carrier	airport_security	1
subsystems	1	sibling	ground_based	aerial_systems	1
logos	1	sibling	AMA	FAA	1
regulations	1	sibling	ADA	OSHA	1
documents	1	sibling	JSON	XML	1
table(s	1	sibling	sql_scripts	ssis_log	1
seasons	1	sibling	drone_pilots	racing_league	1
evaluations	1	sibling	UAS	sensor_technology	1
formalisms	1	sibling	finite_state_machines	regular_expressions	1
deviations	1	sibling	flight_delays	en_route	1
ranks	1	sibling	blm_alaska	DOF	1
vehicles	1	sibling	toy_guns	remote_controlled	1
costs	1	sibling	mobile_phones	text_messaging	1
bodies	1	sibling	ASTM	RTCA	1
things	1	sibling	highly_desirable	easily_accessible	1
stacks	1	sibling	APM	PX4	1
researchers	1	sibling	GTRI	CNN	1
brokers	1	ancestor	JMS	ibm_websphere	1
